"nameorig","namedest","type","total_fraud_amount","fraud_rank"
"C181177203","C1002183297","TRANSFER","2142164","1573"
"C997743545","C37665985","CASH_OUT","2142164","1574"
"C1698317518","C1796866708","CASH_OUT","2140888.35","1575"
"C341573287","C1419097479","TRANSFER","2140888.35","1576"
"C1080618255","C2108426428","CASH_OUT","2137134.15","1577"
"C1999096176","C136063013","TRANSFER","2137134.15","1578"
"C615843583","C634573611","CASH_OUT","2136099.59","1579"
"C913417990","C1582467338","TRANSFER","2136099.59","1580"
"C220852922","C1681916503","TRANSFER","2135320.18","1581"
"C439658405","C1436830952","CASH_OUT","2135320.18","1582"
"C2068796286","C1607775090","CASH_OUT","2131624.18","1583"
"C824783072","C60624550","TRANSFER","2131624.18","1584"
"C1062431728","C1354064635","CASH_OUT","2123610.45","1585"
"C1534934111","C1232151858","TRANSFER","2123610.45","1586"
"C1236932461","C761922099","TRANSFER","2120266.89","1587"
"C540872816","C875816541","CASH_OUT","2120266.89","1588"
"C1384626324","C1328187730","CASH_OUT","2118548.31","1589"
"C944291289","C1812394999","TRANSFER","2118548.31","1590"
"C1817837968","C925171074","CASH_OUT","2117503.53","1591"
"C1884000068","C251292280","TRANSFER","2117503.53","1592"
"C34164934","C76366495","TRANSFER","2115503.99","1593"
"C429080055","C1734499928","CASH_OUT","2115503.99","1594"
"C1131491121","C1812574697","CASH_OUT","2113271.99","1595"
"C843436467","C645604137","TRANSFER","2113271.99","1596"
"C121062749","C1874985982","TRANSFER","2111475.81","1597"
"C433434027","C916183053","CASH_OUT","2111475.81","1598"
"C407268332","C1376298788","CASH_OUT","2109967.47","1599"
"C928012348","C107234774","TRANSFER","2109967.47","1600"
"C517758721","C121014715","TRANSFER","2108589.59","1601"
"C759307305","C611078934","CASH_OUT","2108589.59","1602"
"C581609779","C224105862","TRANSFER","2108440.98","1603"
"C858034086","C233159904","CASH_OUT","2108440.98","1604"
"C1471805107","C719805094","CASH_OUT","2107997.33","1605"
"C957688108","C875169937","TRANSFER","2107997.33","1606"
"C147671870","C1370256031","TRANSFER","2100951.58","1607"
"C255263291","C1076282619","CASH_OUT","2100951.58","1608"
"C1735799250","C106378482","TRANSFER","2096634.43","1609"
"C65342125","C282355647","CASH_OUT","2096634.43","1610"
"C1198999595","C1703277739","CASH_OUT","2095699.93","1611"
"C276670943","C653396783","TRANSFER","2095699.93","1612"
"C1374377088","C207611232","TRANSFER","2093951.47","1613"
"C1440901488","C166839225","CASH_OUT","2093951.47","1614"
"C1416924629","C1987694854","TRANSFER","2085274.39","1615"
"C1812276359","C2107562172","CASH_OUT","2085274.39","1616"
"C1100390301","C989495920","TRANSFER","2085019.56","1617"
"C1108045976","C50003674","CASH_OUT","2085019.56","1618"
"C1259321993","C663298413","TRANSFER","2082884.49","1619"
"C735225531","C19320432","CASH_OUT","2082884.49","1620"
"C455106183","C314805116","CASH_OUT","2081051.56","1621"
"C568675237","C1502060896","TRANSFER","2081051.56","1622"
"C1063299871","C884992368","CASH_OUT","2079746.13","1623"
"C303008218","C1140317769","TRANSFER","2079746.13","1624"
"C1015989725","C1865051684","TRANSFER","2075328.73","1625"
"C949325212","C804306879","CASH_OUT","2075328.73","1626"
"C1745983205","C754249835","TRANSFER","2070939.88","1627"
"C828265234","C62106011","CASH_OUT","2070939.88","1628"
"C1115361466","C521252518","CASH_OUT","2070814.27","1629"
"C511306069","C1776402146","TRANSFER","2070814.27","1630"
"C1024321064","C285826944","TRANSFER","2068313.94","1631"
"C338311472","C1131834798","CASH_OUT","2068313.94","1632"
"C1472367087","C52390890","TRANSFER","2068118.36","1633"
"C1672125863","C559485820","CASH_OUT","2068118.36","1634"
"C1157016440","C1147862541","TRANSFER","2066848.27","1635"
"C170219617","C1752658199","CASH_OUT","2066848.27","1636"
"C1223631235","C1281019843","TRANSFER","2066467.64","1637"
"C684252268","C2027569559","CASH_OUT","2066467.64","1638"
"C1668561632","C575000794","TRANSFER","2066446.27","1639"
"C725597637","C157857444","CASH_OUT","2066446.27","1640"
"C1129518026","C1288050386","TRANSFER","2060748.45","1641"
"C373547831","C674126577","CASH_OUT","2060748.45","1642"
"C1506089450","C1564280287","TRANSFER","2059980.16","1643"
"C617173071","C706638819","CASH_OUT","2059980.16","1644"
"C1906906636","C1142044922","TRANSFER","2058961.66","1645"
"C570725373","C44991297","CASH_OUT","2058961.66","1646"
"C30165590","C919133464","TRANSFER","2056779.24","1647"
"C374971374","C738912638","CASH_OUT","2056779.24","1648"
"C1916867562","C499193602","CASH_OUT","2054631.55","1649"
"C534774470","C304432488","TRANSFER","2054631.55","1650"
"C1016160383","C1670523748","TRANSFER","2052851.64","1651"
"C2044685006","C1035537848","CASH_OUT","2052851.64","1652"
"C721700955","C1996747267","TRANSFER","2050727.81","1653"
"C992917413","C104038589","CASH_OUT","2050727.81","1654"
"C1240168728","C807998987","TRANSFER","2046684.58","1655"
"C1821420641","C1611647330","CASH_OUT","2046684.58","1656"
"C1216424178","C988753376","TRANSFER","2044841.02","1657"
"C1943035260","C1552135476","CASH_OUT","2044841.02","1658"
"C1208488541","C1222558935","TRANSFER","2040374.55","1659"
"C1606056333","C2110335244","CASH_OUT","2040374.55","1660"
"C248036406","C646526180","CASH_OUT","2040209.74","1661"
"C309726678","C979217194","TRANSFER","2040209.74","1662"
"C2095225701","C879181600","TRANSFER","2031464.82","1663"
"C957784464","C434640049","CASH_OUT","2031464.82","1664"
"C1126334701","C18335029","CASH_OUT","2028897.08","1665"
"C836001849","C1993805294","TRANSFER","2028897.08","1666"
"C354227932","C467042735","CASH_OUT","2026529.56","1667"
"C607970446","C1306842666","TRANSFER","2026529.56","1668"
"C1840157167","C760531323","CASH_OUT","2025628.87","1669"
"C542081155","C1155430613","TRANSFER","2025628.87","1670"
"C306405849","C193080093","TRANSFER","2023920.09","1671"
"C706467919","C338077337","CASH_OUT","2023920.09","1672"
"C776987005","C960046463","CASH_OUT","2019508.99","1673"
"C891657273","C862850216","TRANSFER","2019508.99","1674"
"C1000331499","C1778895918","TRANSFER","2016790.84","1675"
"C1267813082","C1805553546","CASH_OUT","2016790.84","1676"
"C11988213","C952860691","TRANSFER","2011285.35","1677"
"C374108453","C2068002709","CASH_OUT","2011285.35","1678"
"C1426906570","C154319946","CASH_OUT","2000718.2","1679"
"C510551701","C1180976855","TRANSFER","2000718.2","1680"
"C1609371351","C617888697","CASH_OUT","1998327.96","1681"
"C1905022556","C279654004","TRANSFER","1998327.96","1682"
"C2059919874","C1227773063","CASH_OUT","1994525.04","1683"
"C96305554","C1951018311","TRANSFER","1994525.04","1684"
"C1177478126","C801773447","CASH_OUT","1994285.14","1685"
"C2123396844","C304787673","TRANSFER","1994285.14","1686"
"C1191467360","C1694026164","TRANSFER","1989311.31","1687"
"C393149689","C928608101","CASH_OUT","1989311.31","1688"
"C1249942022","C1969956684","TRANSFER","1980800.05","1689"
"C1774788670","C824562042","CASH_OUT","1980800.05","1690"
"C1329135302","C14438406","TRANSFER","1976666.45","1691"
"C286962871","C1066958378","CASH_OUT","1976666.45","1692"
"C109944074","C88316037","TRANSFER","1975271.77","1693"
"C1391941558","C1943513449","CASH_OUT","1975271.77","1694"
"C365968372","C579837876","CASH_OUT","1974352.3","1695"
"C745648946","C1091334879","TRANSFER","1974352.3","1696"
"C1202085584","C1424764203","CASH_OUT","1968431","1697"
"C1366764100","C932961272","TRANSFER","1968431","1698"
"C1471437030","C765536045","CASH_OUT","1968008.53","1699"
"C1548769886","C1779956771","TRANSFER","1968008.53","1700"
"C1721232424","C895676218","CASH_OUT","1965786.11","1701"
"C635739031","C829764239","TRANSFER","1965786.11","1702"
"C139606427","C2082743623","TRANSFER","1962548.46","1703"
"C248073362","C840839680","CASH_OUT","1962548.46","1704"
"C1699077947","C1396064859","CASH_OUT","1961426.59","1705"
"C311903861","C316708626","TRANSFER","1961426.59","1706"
"C1696166614","C1922343800","CASH_OUT","1954854.24","1707"
"C998015371","C1009679725","TRANSFER","1954854.24","1708"
"C1584301839","C1727119878","TRANSFER","1950373.54","1709"
"C1812490889","C1544763161","CASH_OUT","1950373.54","1710"
"C464058059","C539311335","TRANSFER","1950022.93","1711"
"C865094709","C1348689298","CASH_OUT","1950022.93","1712"
"C83368332","C195897320","TRANSFER","1947831.96","1713"
"C948133316","C1195105937","CASH_OUT","1947831.96","1714"
"C1501311535","C37561886","TRANSFER","1947807.58","1715"
"C997675082","C99537162","CASH_OUT","1947807.58","1716"
"C1522688362","C1520186695","TRANSFER","1946687.34","1717"
"C1573457195","C22390987","CASH_OUT","1946687.34","1718"
"C1454351572","C93303375","CASH_OUT","1939519.45","1719"
"C673357794","C497497385","TRANSFER","1939519.45","1720"
"C106058139","C1218665261","CASH_OUT","1938347.14","1721"
"C574846060","C1073035418","TRANSFER","1938347.14","1722"
"C1026774960","C1180460308","TRANSFER","1936403.59","1723"
"C796529058","C338861738","CASH_OUT","1936403.59","1724"
"C1706582969","C461905695","TRANSFER","1933920.8","1725"
"C1845779361","C1809033078","TRANSFER","1933121.35","1726"
"C917618384","C235519584","CASH_OUT","1933121.35","1727"
"C1448304922","C1082976131","TRANSFER","1932200.59","1728"
"C1900295340","C2032646914","CASH_OUT","1932200.59","1729"
"C48098605","C1547394308","TRANSFER","1927403.83","1730"
"C630013429","C1658435128","CASH_OUT","1927403.83","1731"
"C1510964909","C580102695","CASH_OUT","1917497.63","1732"
"C373557981","C114416170","TRANSFER","1917497.63","1733"
"C1168684643","C1353360075","TRANSFER","1912961.16","1734"
"C1229304317","C1540888387","CASH_OUT","1912961.16","1735"
"C543601110","C271369979","TRANSFER","1911239.21","1736"
"C951381310","C1006459134","CASH_OUT","1911239.21","1737"
"C693914149","C392618235","TRANSFER","1905476.22","1738"
"C959100931","C377873806","CASH_OUT","1905476.22","1739"
"C400680114","C613935961","CASH_OUT","1897921.7","1740"
"C860413679","C1253519573","TRANSFER","1897921.7","1741"
"C187003586","C825722694","TRANSFER","1895158.63","1742"
"C500742498","C467413357","CASH_OUT","1895158.63","1743"
"C1062517629","C1434665173","CASH_OUT","1893451.73","1744"
"C400595138","C1773342001","TRANSFER","1893451.73","1745"
"C1387416875","C1999528314","TRANSFER","1892137.66","1746"
"C491775554","C901067372","CASH_OUT","1892137.66","1747"
"C34007989","C1902245575","CASH_OUT","1891921.94","1748"
"C893956566","C1302223978","TRANSFER","1891921.94","1749"
"C1587077521","C1055395176","TRANSFER","1889351.63","1750"
"C27748996","C575547051","CASH_OUT","1889351.63","1751"
"C677678546","C646623849","TRANSFER","1871553.73","1752"
"C92154963","C1037207091","CASH_OUT","1871553.73","1753"
"C2081856005","C173077042","CASH_OUT","1869237.83","1754"
"C975058065","C1510104619","TRANSFER","1869237.83","1755"
"C1589465909","C749177191","TRANSFER","1868438.44","1756"
"C715029330","C236534502","CASH_OUT","1868438.44","1757"
"C1076727002","C192399554","TRANSFER","1864022.05","1758"
"C767567328","C1624455220","CASH_OUT","1864022.05","1759"
"C1160054760","C223760078","TRANSFER","1861928.35","1760"
"C386318315","C800378513","CASH_OUT","1861928.35","1761"
"C1718961034","C714051433","CASH_OUT","1861008.32","1762"
"C1990303942","C1308678191","TRANSFER","1861008.32","1763"
"C1263028472","C945064086","TRANSFER","1860190.06","1764"
"C1426147702","C1451093652","CASH_OUT","1860190.06","1765"
"C1530003925","C1195646619","TRANSFER","1858515.57","1766"
"C355594712","C1163824069","CASH_OUT","1858515.57","1767"
"C1117447229","C916997939","CASH_OUT","1857935.57","1768"
"C707980152","C510333855","TRANSFER","1857935.57","1769"
"C37315617","C115063912","TRANSFER","1848199.45","1770"
"C588222380","C1789882794","CASH_OUT","1848199.45","1771"
"C1233106691","C1805423931","CASH_OUT","1846748.79","1772"
"C1895315229","C1691229227","TRANSFER","1846748.79","1773"
"C1543576546","C1140609516","TRANSFER","1844357.26","1774"
"C60777377","C92525321","CASH_OUT","1844357.26","1775"
"C1605541894","C2135177124","CASH_OUT","1842163.57","1776"
"C445994670","C2123813082","TRANSFER","1842163.57","1777"
"C111188799","C493262477","CASH_OUT","1839972.36","1778"
"C1811081989","C2017746701","TRANSFER","1839972.36","1779"
"C1203548846","C565411980","CASH_OUT","1835523.44","1780"
"C1909573304","C649284727","TRANSFER","1835523.44","1781"
"C439830884","C1133002328","TRANSFER","1832319.42","1782"
"C803703656","C858007309","CASH_OUT","1832319.42","1783"
"C428683989","C1156605990","TRANSFER","1827209.07","1784"
"C671668065","C835636847","CASH_OUT","1827209.07","1785"
"C1679134628","C1851310686","CASH_OUT","1825908.12","1786"
"C1739433736","C988790876","TRANSFER","1825908.12","1787"
"C1844415147","C1848964453","TRANSFER","1822772.73","1788"
"C628490839","C107223532","CASH_OUT","1822772.73","1789"
"C809314999","C421219545","TRANSFER","1822754.86","1790"
"C941627109","C704744337","CASH_OUT","1822754.86","1791"
"C2135939957","C2116903748","TRANSFER","1820864.64","1792"
"C708222638","C106425191","CASH_OUT","1820864.64","1793"
"C1039979813","C2078394828","CASH_OUT","1819543.69","1794"
"C2089752665","C112833674","TRANSFER","1819543.69","1795"
"C256643277","C865759561","TRANSFER","1819405.69","1796"
"C960377084","C524632299","CASH_OUT","1819405.69","1797"
"C1198248537","C29406343","TRANSFER","1814483.97","1798"
"C1694539503","C1906797318","CASH_OUT","1814483.97","1799"
"C1720181306","C498618435","TRANSFER","1812161.42","1800"
"C1788320123","C1343134099","CASH_OUT","1812161.42","1801"
"C1987403065","C846200321","TRANSFER","1810044.85","1802"
"C491326843","C1833702412","CASH_OUT","1810044.85","1803"
"C1142691202","C1363990077","CASH_OUT","1806516.34","1804"
"C1882943298","C478491777","TRANSFER","1806516.34","1805"
"C1537775807","C1897800945","CASH_OUT","1803411.53","1806"
"C660401037","C1657963478","TRANSFER","1803411.53","1807"
"C1142182296","C864699609","TRANSFER","1798215.73","1808"
"C1392925972","C163506875","CASH_OUT","1798215.73","1809"
"C1828168671","C133275555","CASH_OUT","1796406.6","1810"
"C895738872","C1872912414","TRANSFER","1796406.6","1811"
"C913178524","C553554525","TRANSFER","1796069.2","1812"
"C997942901","C1057783924","CASH_OUT","1796069.2","1813"
"C142314551","C1793840709","CASH_OUT","1795622.71","1814"
"C699874957","C2123434459","TRANSFER","1795622.71","1815"
"C1979185568","C1873285106","TRANSFER","1789155.73","1816"
"C853148295","C439525493","CASH_OUT","1789155.73","1817"
"C1477176067","C78352329","TRANSFER","1788729.73","1818"
"C446736927","C1581175229","CASH_OUT","1788729.73","1819"
"C499413300","C1789606671","TRANSFER","1786247.31","1820"
"C518707081","C1347472124","CASH_OUT","1786247.31","1821"
"C1067826676","C57546675","TRANSFER","1783144.33","1822"
"C229433868","C978822470","CASH_OUT","1783144.33","1823"
"C1890666727","C2034377028","CASH_OUT","1782737.6","1824"
"C769822179","C6004942","TRANSFER","1782737.6","1825"
"C1279323433","C1913190788","TRANSFER","1778520.7","1826"
"C72958099","C1226050355","CASH_OUT","1778520.7","1827"
"C2084263514","C1480456939","CASH_OUT","1777758.65","1828"
"C432403364","C1905990879","TRANSFER","1777758.65","1829"
"C1402549847","C354225366","CASH_OUT","1777674.32","1830"
"C847645948","C269162612","TRANSFER","1777674.32","1831"
"C1093594459","C50284383","CASH_OUT","1773151.32","1832"
"C1982613524","C1995262823","TRANSFER","1773151.32","1833"
"C1487625973","C1046637839","CASH_OUT","1767886.02","1834"
"C1544286887","C436837170","TRANSFER","1767886.02","1835"
"C152862745","C636779273","CASH_OUT","1767112.66","1836"
"C682978594","C121024766","TRANSFER","1767112.66","1837"
"C1707046857","C1057271588","TRANSFER","1766811.07","1838"
"C1812465307","C1438776235","CASH_OUT","1766811.07","1839"
"C108276530","C28074896","TRANSFER","1764389.11","1840"
"C1297057320","C2133001459","CASH_OUT","1764389.11","1841"
"C1959772119","C195893407","TRANSFER","1764326.19","1842"
"C230612443","C1505742207","CASH_OUT","1764326.19","1843"
"C1779028734","C229248099","TRANSFER","1762680.47","1844"
"C1980352063","C1032628517","CASH_OUT","1762680.47","1845"
"C1485024283","C1222847172","CASH_OUT","1761021.33","1846"
"C1956060083","C770424771","TRANSFER","1761021.33","1847"
"C1088953639","C290813030","TRANSFER","1760546.42","1848"
"C183358116","C790128788","CASH_OUT","1760546.42","1849"
"C1704841255","C1345313578","TRANSFER","1760061.57","1850"
"C1907027988","C1368065448","CASH_OUT","1760061.57","1851"
"C1724432558","C22170584","CASH_OUT","1755647.81","1852"
"C507031767","C692082136","TRANSFER","1755647.81","1853"
"C276718485","C1947776397","TRANSFER","1754597.44","1854"
"C937470096","C363508140","CASH_OUT","1754597.44","1855"
"C1333169684","C722968916","TRANSFER","1752606.15","1856"
"C1351380996","C1325425132","CASH_OUT","1752606.15","1857"
"C1029257629","C1200877577","CASH_OUT","1749325.14","1858"
"C1343086585","C256353022","TRANSFER","1749325.14","1859"
"C1092488663","C670879809","CASH_OUT","1748611.28","1860"
"C872116979","C1742807255","TRANSFER","1748611.28","1861"
"C1430436436","C1190598592","TRANSFER","1746415.27","1862"
"C608259465","C1307118574","CASH_OUT","1746415.27","1863"
"C1063377815","C674523745","CASH_OUT","1743864.1","1864"
"C1643935128","C1841390458","TRANSFER","1743864.1","1865"
"C1184890724","C140983265","CASH_OUT","1742012.06","1866"
"C1829363360","C826844861","TRANSFER","1742012.06","1867"
"C1692442952","C1950313114","TRANSFER","1736804.93","1868"
"C527346437","C247785956","CASH_OUT","1736804.93","1869"
"C1347258113","C169356853","CASH_OUT","1735647.47","1870"
"C32677445","C154560289","TRANSFER","1735647.47","1871"
"C1181245591","C1457459211","CASH_OUT","1735525.5","1872"
"C944432695","C1069174246","TRANSFER","1735525.5","1873"
"C182416415","C180492809","TRANSFER","1735466.52","1874"
"C319563760","C2133088178","CASH_OUT","1735466.52","1875"
"C1731441733","C1865669810","TRANSFER","1732090.28","1876"
"C1842845711","C2019281736","CASH_OUT","1732090.28","1877"
"C538400340","C1674262851","TRANSFER","1722892.9","1878"
"C664688196","C14014864","CASH_OUT","1722892.9","1879"
"C1928293922","C2120663616","CASH_OUT","1720600.92","1880"
"C535695455","C888712424","TRANSFER","1720600.92","1881"
"C2115222227","C2054556206","TRANSFER","1715635.41","1882"
"C356781229","C159373411","CASH_OUT","1715635.41","1883"
"C2136325294","C1970232075","TRANSFER","1710180.37","1884"
"C670354135","C577804571","CASH_OUT","1710180.37","1885"
"C1652182043","C1794027928","TRANSFER","1709224.02","1886"
"C1858035274","C915489737","CASH_OUT","1709224.02","1887"
"C1865185181","C388097316","TRANSFER","1698263.69","1888"
"C902520408","C1047966944","CASH_OUT","1698263.69","1889"
"C1402144865","C1102195380","TRANSFER","1697655.62","1890"
"C578092794","C266383440","CASH_OUT","1697655.62","1891"
"C590755759","C935560343","TRANSFER","1697093.54","1892"
"C657858673","C1591408637","CASH_OUT","1697093.54","1893"
"C1268276273","C959205237","CASH_OUT","1693962.01","1894"
"C279016627","C234112724","TRANSFER","1693962.01","1895"
"C2095328996","C1800908612","CASH_OUT","1688761.08","1896"
"C777851401","C1452777690","TRANSFER","1688761.08","1897"
"C1016616731","C1739928353","CASH_OUT","1685692.11","1898"
"C1039970092","C476797859","TRANSFER","1685692.11","1899"
"C168686866","C803116137","CASH_OUT","1684039.12","1900"
"C397247453","C227472046","TRANSFER","1684039.12","1901"
"C1973530723","C689231463","TRANSFER","1679154.56","1902"
"C355424107","C318965454","CASH_OUT","1679154.56","1903"
"C1237943319","C1864215289","CASH_OUT","1676936.79","1904"
"C1454005383","C1762009463","TRANSFER","1676936.79","1905"
"C2137951962","C309573869","CASH_OUT","1675153.28","1906"
"C871029924","C1466367171","TRANSFER","1675153.28","1907"
"C128613711","C1898150915","CASH_OUT","1674146.06","1908"
"C767478867","C690992451","TRANSFER","1674146.06","1909"
"C1619207700","C1332058815","TRANSFER","1673066.07","1910"
"C386160700","C1099214627","CASH_OUT","1673066.07","1911"
"C1346753121","C531695406","CASH_OUT","1672570.76","1912"
"C1853440908","C571802760","TRANSFER","1672570.76","1913"
"C101677237","C1078128267","CASH_OUT","1669143.57","1914"
"C615350524","C493172655","TRANSFER","1669143.57","1915"
"C1772832096","C703136937","CASH_OUT","1665334.68","1916"
"C1901678626","C223228023","TRANSFER","1665334.68","1917"
"C278631744","C542333894","CASH_OUT","1663895.14","1918"
"C438581","C1908037718","TRANSFER","1663895.14","1919"
"C1415942962","C1560476015","CASH_OUT","1654055.02","1920"
"C656737839","C679697619","TRANSFER","1654055.02","1921"
"C395458530","C1340837967","CASH_OUT","1653144.1","1922"
"C462652864","C725249814","TRANSFER","1653144.1","1923"
"C620061851","C2027305052","CASH_OUT","1651948.79","1924"
"C762854717","C1398042532","TRANSFER","1651948.79","1925"
"C138899312","C603288664","CASH_OUT","1650856.19","1926"
"C37709485","C1707593251","TRANSFER","1650856.19","1927"
"C1395729546","C246301673","CASH_OUT","1650168.9","1928"
"C507437434","C1489598243","TRANSFER","1650168.9","1929"
"C2052172437","C1401780750","CASH_OUT","1649818.97","1930"
"C369936121","C1347315975","TRANSFER","1649818.97","1931"
"C1136602497","C1436350970","CASH_OUT","1649039.58","1932"
"C114531117","C267782135","TRANSFER","1649039.58","1933"
"C114220496","C1447772866","CASH_OUT","1648547.69","1934"
"C1184464536","C919670437","TRANSFER","1648547.69","1935"
"C441238852","C2059240998","CASH_OUT","1646181.09","1936"
"C700083141","C1359428492","TRANSFER","1646181.09","1937"
"C744563060","C300922639","TRANSFER","1644749.94","1938"
"C860545419","C1340521967","CASH_OUT","1644749.94","1939"
"C499231161","C1478004882","CASH_OUT","1644253.61","1940"
"C923759331","C289680070","TRANSFER","1644253.61","1941"
"C13225797","C600757779","TRANSFER","1641792.79","1942"
"C140720435","C993905449","CASH_OUT","1641792.79","1943"
"C15998296","C1652158314","TRANSFER","1639676.27","1944"
"C967691562","C2093967426","CASH_OUT","1639676.27","1945"
"C1131542233","C1376992525","TRANSFER","1638865.05","1946"
"C325595838","C742357003","CASH_OUT","1638865.05","1947"
"C1616830000","C682431891","CASH_OUT","1637875.33","1948"
"C1652871533","C624254500","TRANSFER","1637875.33","1949"
"C14417080","C1609424366","TRANSFER","1636403.22","1950"
"C837305312","C2143635145","CASH_OUT","1636403.22","1951"
"C1678762755","C12936598","TRANSFER","1634229.02","1952"
"C1728886980","C544429933","CASH_OUT","1634229.02","1953"
"C2122707559","C737740255","CASH_OUT","1634184.04","1954"
"C675893330","C265392838","TRANSFER","1634184.04","1955"
"C2053411637","C337996170","TRANSFER","1633227","1956"
"C370488053","C1690006071","CASH_OUT","1633227","1957"
"C1055490123","C1000836187","TRANSFER","1632500.22","1958"
"C1163510414","C1781841279","CASH_OUT","1632500.22","1959"
"C1732115289","C262978946","CASH_OUT","1631640.02","1960"
"C443233087","C1597258791","TRANSFER","1631640.02","1961"
"C2091263161","C1535844228","CASH_OUT","1627389.26","1962"
"C743239060","C1443003835","TRANSFER","1627389.26","1963"
"C1492957578","C296774789","TRANSFER","1621056.88","1964"
"C168076174","C735369165","CASH_OUT","1621056.88","1965"
"C144675030","C660991644","TRANSFER","1619331.51","1966"
"C1899697178","C553920581","CASH_OUT","1619331.51","1967"
"C1249125999","C435845039","TRANSFER","1619313.55","1968"
"C1999663359","C944268161","CASH_OUT","1619313.55","1969"
"C1356014393","C855243703","TRANSFER","1613281.82","1970"
"C1712762290","C382134181","CASH_OUT","1613281.82","1971"
"C56372848","C583505603","TRANSFER","1610110.66","1972"
"C626221636","C1866292696","CASH_OUT","1610110.66","1973"
"C1607355458","C1507119938","CASH_OUT","1608571.02","1974"
"C659082738","C2146348843","TRANSFER","1608571.02","1975"
"C1890383797","C1224355851","TRANSFER","1600721.32","1976"
"C2142600203","C1363796559","CASH_OUT","1600721.32","1977"
"C1069976593","C1835585013","TRANSFER","1595587.46","1978"
"C1681145385","C1060758741","CASH_OUT","1595587.46","1979"
"C1071076699","C1913721465","CASH_OUT","1593189.25","1980"
"C1100723027","C37939872","TRANSFER","1593189.25","1981"
"C1309793082","C1658727792","CASH_OUT","1592602.27","1982"
"C866814625","C1236893670","TRANSFER","1592602.27","1983"
"C159739802","C381034638","TRANSFER","1591263.43","1984"
"C1863182512","C2126274036","CASH_OUT","1591263.43","1985"
"C2075471030","C2138615216","TRANSFER","1589763.63","1986"
"C2138906763","C717398565","CASH_OUT","1589763.63","1987"
"C227497385","C195200661","TRANSFER","1589614.75","1988"
"C752410137","C404647251","CASH_OUT","1589614.75","1989"
"C109700228","C546843305","TRANSFER","1586479.66","1990"
"C1427562720","C911709087","CASH_OUT","1586479.66","1991"
"C1521962059","C1036969884","CASH_OUT","1581441.8","1992"
"C1665891733","C1915924384","TRANSFER","1581441.8","1993"
"C1029506944","C1873712086","CASH_OUT","1576874.04","1994"
"C1859428383","C1424577358","TRANSFER","1576874.04","1995"
"C1382437370","C1002538556","TRANSFER","1576531.53","1996"
"C2000069930","C1345448010","CASH_OUT","1576531.53","1997"
"C1757307922","C141149199","TRANSFER","1571565.56","1998"
"C823289261","C651125124","CASH_OUT","1571565.56","1999"
"C1295443216","C1682101725","TRANSFER","1567591.24","2000"
"C808430979","C1601875596","CASH_OUT","1567591.24","2001"
"C2036496646","C38219456","CASH_OUT","1567549.99","2002"
"C774500664","C996012482","TRANSFER","1567549.99","2003"
"C1496808239","C737489499","CASH_OUT","1566057.28","2004"
"C646867271","C701554593","TRANSFER","1566057.28","2005"
"C1835277194","C372825955","TRANSFER","1565621.39","2006"
"C490326282","C1291474697","CASH_OUT","1565621.39","2007"
"C1236734783","C2102471265","CASH_OUT","1564952.45","2008"
"C629586313","C1455441371","TRANSFER","1564952.45","2009"
"C344826592","C654151270","TRANSFER","1562871.32","2010"
"C885720640","C1672277432","CASH_OUT","1562871.32","2011"
"C15204463","C1255502452","CASH_OUT","1561891.66","2012"
"C736093511","C1224081716","TRANSFER","1561891.66","2013"
"C1776782746","C915520756","CASH_OUT","1559540.62","2014"
"C485713115","C1786870760","TRANSFER","1559540.62","2015"
"C403559722","C999708230","TRANSFER","1555182.41","2016"
"C610159138","C1751345870","CASH_OUT","1555182.41","2017"
"C1431338158","C1230205848","TRANSFER","1552664.33","2018"
"C1791470904","C388319905","CASH_OUT","1552664.33","2019"
"C1119842359","C826187044","TRANSFER","1548376.44","2020"
"C1168267667","C2079585143","CASH_OUT","1548376.44","2021"
"C1878609534","C1300753775","CASH_OUT","1547877.98","2022"
"C211699118","C1804433464","TRANSFER","1547877.98","2023"
"C1183754268","C2139688742","CASH_OUT","1543975.74","2024"
"C802285127","C1728741843","TRANSFER","1543975.74","2025"
"C1904414737","C2037994906","CASH_OUT","1540624.7","2026"
"C2059792501","C882172287","TRANSFER","1540624.7","2027"
"C1207025716","C1129375709","TRANSFER","1539687.27","2028"
"C1540456326","C1572482192","CASH_OUT","1539687.27","2029"
"C1260477552","C1646231147","TRANSFER","1539474.57","2030"
"C929950007","C1800726477","CASH_OUT","1539474.57","2031"
"C1159622311","C175494293","CASH_OUT","1536733.52","2032"
"C287247787","C310163426","TRANSFER","1536733.52","2033"
"C1771922925","C1040401356","CASH_OUT","1536245.52","2034"
"C1831248257","C525486982","TRANSFER","1536245.52","2035"
"C1000937208","C1880907151","TRANSFER","1534985.07","2036"
"C911734420","C1953014312","CASH_OUT","1534985.07","2037"
"C341046619","C1149435896","CASH_OUT","1534926.96","2038"
"C358852719","C361327171","TRANSFER","1534926.96","2039"
"C1167018610","C2064362362","TRANSFER","1533798.48","2040"
"C1966768785","C1610140948","CASH_OUT","1533798.48","2041"
"C1947091405","C829302750","TRANSFER","1532281.61","2042"
"C337289783","C976257399","CASH_OUT","1532281.61","2043"
"C338287923","C522956447","TRANSFER","1532229.72","2044"
"C685396140","C961098321","CASH_OUT","1532229.72","2045"
"C1898980323","C458386953","TRANSFER","1530378.45","2046"
